"Protein"	"NCI60_MCF7_iBAQ"
"IPI00169285;IPI00930153"	0
"IPI00169325"	0
"IPI00169326"	0
"IPI00169342;IPI00005042"	73002
"IPI00169383;IPI00916818;IPI00909158"	69320000
"IPI00169387;IPI00921214"	0
"IPI00658155;IPI00169413;IPI00845406"	366620
"IPI00169430;IPI00413860"	286690
"IPI00169441;IPI00915926;IPI00479880"	0
"IPI00170429;IPI00402205"	87425
"IPI00170508;IPI00170675"	0
"IPI00170517"	0
"IPI00170581;IPI00893963"	341380
"IPI00217957;IPI00878213;IPI00170594;IPI00954159"	0
"IPI00170596"	697480
"IPI00170635"	0
"IPI00170692;IPI00642826;IPI00929577"	8518900
"IPI00170706;IPI00644795;IPI00911057;IPI00645433;IPI00513851;IPI00513764"	0
"IPI00170752;IPI00796847"	0
"IPI00170770;IPI00847550"	0
"IPI00170778"	36438
"IPI00170786;IPI00910819;IPI00739738"	592350
"IPI00170796;IPI00798102;IPI00184284;IPI00789072;IPI00791280"	7362000
"IPI00170855;IPI00798151"	0
"IPI00915456;IPI00170867;IPI00220885;IPI00642750;IPI00640563"	196650
"IPI00170877;IPI00376448"	0
"IPI00170914;IPI00167065"	0
"IPI00170924"	199840
"IPI00170934;IPI00885068;IPI00910117;IPI00909450;IPI00893083"	0
"IPI00170935"	2314500
"IPI00170972;IPI00647890;IPI00643582"	175800
"IPI00170979;IPI00922599"	0
"IPI00171044;IPI00178998;IPI00790534"	0
"IPI00171087"	0
"IPI00171117;IPI00917011;IPI00915783;IPI00916050"	224490
"IPI00171127;IPI00053288;IPI00432360;IPI00383229;IPI00238081;IPI00552189;IPI00552603"	0
"IPI00171134;IPI00654603;IPI00943263;IPI00893391;IPI00893693;IPI00893288;IPI00893019;IPI00893194;IPI00892916"	0
"IPI00171145;IPI00645268"	0
"IPI00171176;IPI00954590;IPI00556350;IPI00939982"	0
"IPI00419249;IPI00171199"	7484500
"IPI00171336;IPI00171257"	0
"IPI00171385"	0
"IPI00171390;IPI00386847"	0
"IPI00171407;IPI00645854;IPI00640500;IPI00553037"	0
"IPI00171410;IPI00927901;IPI00165665;IPI00910604;IPI00168035;IPI00794638"	0
"IPI00171411;IPI00936772;IPI00759659;IPI00936742;IPI00947049;IPI00947314;IPI00945487"	0
"IPI00171412;IPI00942652;IPI00783919;IPI00926529;IPI00926177;IPI00334514;IPI00924919;IPI00334513;IPI00927565;IPI00783351;IPI00939930;IPI00910862;IPI00926849;IPI00334516;IPI00953012;IPI00925106"	1612600
"IPI00171421;IPI00791754"	7175400
"IPI00171438;IPI00946258;IPI00395646;IPI00939560"	24554000
"IPI00384961;IPI00171444;IPI00641938;IPI00922157;IPI00640315;IPI00639895"	0
"IPI00171445;IPI00910210;IPI00929553"	168650
"IPI00171459;IPI00909286"	1512700
"IPI00171473"	0
"IPI00171475;IPI00922626;IPI00830023;IPI00830040"	0
"IPI00171525;IPI00939968;IPI00791620"	0
"IPI00171527"	2617700
"IPI00171573;IPI00185975"	989790
"IPI00171599;IPI00644734"	0
"IPI00171614"	0
"IPI00171626"	3151300
"IPI00171665"	0
"IPI00171692;IPI00171152;IPI00922889;IPI00927072;IPI00170896;IPI00925250;IPI00922400;IPI00167072;IPI00171691"	12951000
"IPI00171701"	1477000
"IPI00472566;IPI00171705;IPI00181174;IPI00240784"	0
"IPI00171712"	0
"IPI00171769;IPI00552881;IPI00374136;IPI00028385;IPI00878229"	3798000
"IPI00171798"	1131800
"IPI00171844"	982420
"IPI00171856"	356570
"IPI00171903;IPI00383296;IPI00645920"	1256900
"IPI00477661;IPI00172474;IPI00852854;IPI00952725"	0
"IPI00172513"	0
"IPI00172580;IPI00940095;IPI00386702;IPI00385666"	734370
"IPI00172591"	64816
"IPI00172594;IPI00719120;IPI00852855;IPI00658191;IPI00852785;IPI00795147"	0
"IPI00172656"	7359100
"IPI00173346"	0
"IPI00173359;IPI00513788;IPI00922391;IPI00872841"	8138.5
"IPI00419919;IPI00796934;IPI00173589;IPI00019208"	691440
"IPI00173946;IPI00885010;IPI00953180;IPI00925894"	2405.5
"IPI00174025;IPI00480148;IPI00873922;IPI00514447"	0
"IPI00174190;IPI00647467;IPI00921066"	2198000
"IPI00174390;IPI00886797"	493810
"IPI00174442;IPI00872161;IPI00921584;IPI00894178"	0
"IPI00174757;IPI00655936;IPI00952664"	0
"IPI00174852;IPI00916936;IPI00853365;IPI00917086"	0
"IPI00174962;IPI00878579;IPI00878263;IPI00878088"	0
"IPI00174976;IPI00604495"	56450
"IPI00175029"	0
"IPI00175096;IPI00179408"	1010400
"IPI00217354;IPI00175169;IPI00449160"	0
"IPI00175193"	0
"IPI00176193;IPI00550918;IPI00402215;IPI00853230;IPI00853156"	0
"IPI00176427"	0
"IPI00176469;IPI00644715;IPI00641178;IPI00645029;IPI00909384;IPI00909535"	26735
"IPI00176527;IPI00215878"	0
"IPI00176532"	0
"IPI00176581;IPI00217755"	0
"IPI00176593"	0
"IPI00796914;IPI00176642;IPI00947382"	0
"IPI00176681;IPI00021793"	2610300
"IPI00176702;IPI00640524"	31811
"IPI00176706;IPI00479589;IPI00646846;IPI00647772;IPI00647326"	484790
"IPI00176708"	0
"IPI00176903;IPI00514023;IPI00513773"	0
"IPI00177008"	2686400
"IPI00177381;IPI00917297"	22587
"IPI00177428;IPI00748354"	2412400
"IPI00177437;IPI00219317;IPI00219318"	355510
"IPI00177498;IPI00554434;IPI00853476;IPI00604714;IPI00953591"	0
"IPI00177509"	384940
"IPI00177543;IPI00940221;IPI00219042;IPI00219043;IPI00878690;IPI00816123;IPI00040158"	0
"IPI00177716;IPI00450855"	0
"IPI00177728;IPI00165579;IPI00646632;IPI00386314;IPI00642792;IPI00643827;IPI00642656;IPI00646185;IPI00643988;IPI00641258;IPI00647662"	2547100
"IPI00177808;IPI00336153"	563010
"IPI00177856;IPI00783197;IPI00059718"	0
"IPI00848321;IPI00242273;IPI00939917;IPI00514042;IPI00177890;IPI00853043;IPI00935702"	0
"IPI00177940;IPI00892983"	806180
"IPI00177965;IPI00514986;IPI00747095;IPI00514738"	976640
"IPI00177968;IPI00952663;IPI00447020;IPI00291007;IPI00939960"	954540
"IPI00178072;IPI00744837;IPI00879449;IPI00878926"	0
"IPI00178150;IPI00556059"	217400
"IPI00178185;IPI00337667"	0
"IPI00178187;IPI00845271;IPI00433194;IPI00894075;IPI00893239;IPI00893089;IPI00893224;IPI00892610;IPI00894338"	0
"IPI00178232"	0
"IPI00178314;IPI00181394;IPI00163647"	0
"IPI00178352;IPI00413958;IPI00455021"	27746
"IPI00908639;IPI00784254;IPI00178375;IPI00787023"	0
"IPI00178386"	0
"IPI00178431;IPI00872438;IPI00792775;IPI00941499;IPI00792094"	514050
"IPI00178440;IPI00164838;IPI00927696;IPI00927920;IPI00926585;IPI00924908"	24627000
"IPI00178512;IPI00830022;IPI00830049"	0
"IPI00178631;IPI00013940;IPI00879771;IPI00878220;IPI00796478;IPI00745347"	0
"IPI00178700;IPI00940789;IPI00925785;IPI00926684;IPI00927184;IPI00790912;IPI00926477;IPI00926039;IPI00926233"	106940
"IPI00178744"	0
"IPI00178750;IPI00872917"	697670
"IPI00178767"	0
"IPI00178888;IPI00790241;IPI00555619"	327800
"IPI00178899;IPI00163172;IPI00013294"	0
"IPI00178926;IPI00947235"	0
"IPI00178972;IPI00328589;IPI00328631"	0
"IPI00179016;IPI00646890;IPI00878245;IPI00953949;IPI00878069"	32512
"IPI00179026;IPI00645446;IPI00900380"	2222500
"IPI00179034"	59304
"IPI00480142;IPI00643885;IPI00179057"	884360
"IPI00179109;IPI00640953;IPI00382553;IPI00872344;IPI00472047;IPI00643990;IPI00382551;IPI00940031;IPI00877710;IPI00880199;IPI00878807;IPI00940216;IPI00877886;IPI00880041;IPI00878248;IPI00878416;IPI00878091"	0
"IPI00179169;IPI00401007;IPI00333327;IPI00401008"	0
"IPI00179172;IPI00792981"	0
"IPI00179183;IPI00216580;IPI00385067;IPI00643086;IPI00939373"	0
"IPI00179298;IPI00456919;IPI00643153;IPI00445401;IPI00746059;IPI00642197;IPI00646975;IPI00889615;IPI00889722;IPI00847271;IPI00942719"	604820
"IPI00179326"	0
"IPI00179328;IPI00549924;IPI00000163;IPI00643624"	0
"IPI00179330"	7041000
"IPI00179405;IPI00872313"	0
"IPI00179415;IPI00747748;IPI00910825;IPI00877617"	443350
"IPI00179437;IPI00480141;IPI00895907;IPI00913890;IPI00640298"	0
"IPI00179438;IPI00954039;IPI00219298"	0
"IPI00179473;IPI00784104;IPI00908710;IPI00013676;IPI00878713;IPI00879205"	0
"IPI00179700;IPI00744851;IPI00746310;IPI00952829"	754660
"IPI00179713;IPI00180983;IPI00743914;IPI00922167;IPI00953576;IPI00922068;IPI00879428;IPI00795309"	0
"IPI00179757"	0
"IPI00743947;IPI00513837;IPI00179804"	0
"IPI00179953;IPI00332499;IPI00219821;IPI00646459;IPI00639912;IPI00514504"	6017800
"IPI00183626;IPI00334175;IPI00179964;IPI00413691"	41677000
"IPI00744602;IPI00179969"	0
"IPI00180154;IPI00455363;IPI00455359"	0
"IPI00299088;IPI00644120;IPI00642333;IPI00185159;IPI00180292;IPI00647603;IPI00910507;IPI00902640;IPI00909413"	0
"IPI00908307;IPI00786904;IPI00180375;IPI00783893;IPI00395607;IPI00793794;IPI00795723"	0
"IPI00180386;IPI00556308;IPI00794444;IPI00944995;IPI00793819;IPI00945775;IPI00216115;IPI00946218"	0
"IPI00180404;IPI00514299;IPI00873443;IPI00855737;IPI00908441;IPI00385083"	0
"IPI00337306;IPI00217944;IPI00182614;IPI00180426"	0
"IPI00180625;IPI00942036;IPI00843802;IPI00844266;IPI00902841"	0
"IPI00180656"	0
"IPI00180675;IPI00936821"	1507900
"IPI00180707;IPI00640805"	100100
"IPI00180730"	0
"IPI00180781;IPI00182167"	117130
"IPI00180954;IPI00646241;IPI00910502;IPI00443657"	2447800
"IPI00181160;IPI00922850;IPI00921829;IPI00848253"	0
"IPI00181352;IPI00942160"	2609800
"IPI00873716;IPI00181409;IPI00830089;IPI00795286"	0
"IPI00181702;IPI00942450;IPI00923625;IPI00397794;IPI00940516"	10489
"IPI00181717;IPI00845510"	1991000
"IPI00181833;IPI00256752;IPI00302864"	0
"IPI00181836"	0
"IPI00181881;IPI00783996;IPI00940268;IPI00790904"	0
"IPI00922153;IPI00902986;IPI00181905;IPI00455138;IPI00382615;IPI00514745"	0
"IPI00328838;IPI00182106;IPI00658093;IPI00651636;IPI00658169;IPI00657785;IPI00657966;IPI00657753;IPI00847360"	0
"IPI00182116;IPI00916670;IPI00916850"	0
"IPI00182126;IPI00922428;IPI00878142;IPI00953596;IPI00555592"	688960
"IPI00182194;IPI00942398"	0
"IPI00182289;IPI00639942"	0
"IPI00514926;IPI00182293;IPI00514083;IPI00513820;IPI00470394;IPI00514021"	0
"IPI00182373"	16334
"IPI00182406"	0
"IPI00914529;IPI00910727;IPI00182533;IPI00816097;IPI00914543;IPI00879950"	316970
"IPI00182728;IPI00645370;IPI00646952"	3234500
"IPI00182757;IPI00873406;IPI00941031"	4172800
"IPI00397860;IPI00182933;IPI00871858;IPI00645474;IPI00646039"	24480000
"IPI00182938;IPI00872261;IPI00479201;IPI00441992"	17269
"IPI00183002;IPI00939648;IPI00397728"	861380
"IPI00410608;IPI00183078;IPI00871699;IPI00744083;IPI00746170;IPI00943293"	0
"IPI00183171;IPI00922604;IPI00922710;IPI00921854;IPI00168319"	394070
"IPI00183208;IPI00554605;IPI00169168"	259990
"IPI00183294;IPI00900318;IPI00646361"	745160
"IPI00448798;IPI00183400;IPI00167096"	91316
"IPI00183500;IPI00784189;IPI00927860;IPI00789410;IPI00924867;IPI00385050;IPI00927631"	1248700
"IPI00183503;IPI00644473"	0
"IPI00183508;IPI00385754;IPI00816829"	0
"IPI00183530;IPI00556082;IPI00794980"	0
"IPI00513791;IPI00815633;IPI00183572;IPI00815886;IPI00807434;IPI00816106;IPI00043678"	0
"IPI00183603;IPI00872620;IPI00038550"	9796400
"IPI00183657"	2032300
"IPI00183666;IPI00796962"	0
"IPI00183695"	14561000
"IPI00183786;IPI00023484;IPI00867558"	0
"IPI00183938;IPI00894206;IPI00894096;IPI00893942"	0
"IPI00183968;IPI00645055;IPI00647245"	1557300
"IPI00847885;IPI00184061;IPI00645762"	344110
"IPI00184180;IPI00829942;IPI00830094;IPI00830126"	1466700
"IPI00797684;IPI00184262;IPI00654821;IPI00889741;IPI00939145;IPI00789651;IPI00889667"	406820
"IPI00184311;IPI00478248"	0
"IPI00184330;IPI00922181;IPI00791616;IPI00795155;IPI00946193;IPI00946031;IPI00945525"	16241000
"IPI00184363"	1463500
"IPI00385326;IPI00871730;IPI00184375;IPI00641492"	0
"IPI00184376;IPI00646433;IPI00941071;IPI00946202;IPI00946423"	0
"IPI00413788;IPI00914870;IPI00382815;IPI00184474"	0
"IPI00184533;IPI00946432"	0
"IPI00184546"	0
"IPI00184572"	0
"IPI00646420;IPI00184584;IPI00377103;IPI00952873;IPI00218471"	0
"IPI00184708"	1323300
"IPI00184772;IPI00940115;IPI00641000"	8699
"IPI00909064;IPI00184821;IPI00783178"	396390
"IPI00184848"	0
"IPI00788923;IPI00184851;IPI00792485;IPI00793350;IPI00795607;IPI00946314;IPI00946506;IPI00946162;IPI00790105"	0
"IPI00184871;IPI00945759;IPI00945291;IPI00944939;IPI00945573;IPI00946795;IPI00807626"	2699800
"IPI00184884;IPI00641205;IPI00000186"	0
"IPI00185146"	1039300
"IPI00871180;IPI00185371;IPI00413695;IPI00927170;IPI00914033;IPI00939847"	0
"IPI00185374;IPI00335069"	2841100
"IPI00220609;IPI00185533;IPI00646212"	0
"IPI00185661;IPI00741133;IPI00423562;IPI00423563;IPI00787457;IPI00935254;IPI00423565;IPI00742243;IPI00021759;IPI00790800"	237170
"IPI00790292;IPI00185859;IPI00796762;IPI00791386"	0
"IPI00185892;IPI00478204;IPI00477229"	0
"IPI00185919;IPI00643027;IPI00411690;IPI00383949;IPI00856120;IPI00855786;IPI00855812;IPI00855721;IPI00855953"	44290
"IPI00185998;IPI00414585;IPI00916120"	0
"IPI00186008"	13083000
"IPI00186145;IPI00938269"	0
"IPI00186194;IPI00647185;IPI00871460;IPI00477477;IPI00909334;IPI00910412;IPI00942415;IPI00550875;IPI00930385;IPI00444179"	0
"IPI00186290;IPI00909570;IPI00440662"	122500000
"IPI00386260;IPI00186536;IPI00873480"	0
"IPI00186704;IPI00414287;IPI00791291"	0
"IPI00186711"	0
"IPI00186721;IPI00843890;IPI00556252"	0
"IPI00289342;IPI00186826;IPI00909048"	0
"IPI00186903;IPI00514475;IPI00914948;IPI00877765"	0
"IPI00186966;IPI00220996;IPI00220587;IPI00220998;IPI00395680;IPI00220997;IPI00329733;IPI00221000;IPI00220999;IPI00220586;IPI00221001;IPI00922028"	0
"IPI00186969;IPI00102059;IPI00787009;IPI00062264;IPI00788043;IPI00788089;IPI00908720"	685020
"IPI00187003;IPI00925917;IPI00009377;IPI00798185"	185300
"IPI00187011"	245370
"IPI00187158;IPI00384484;IPI00945372;IPI00013421;IPI00411643;IPI00945898;IPI00945202;IPI00946649;IPI00946093"	0
"IPI00215611"	0
"IPI00215613;IPI00941391"	0
"IPI00215628;IPI00215630"	0
"IPI00215637;IPI00910433;IPI00909544;IPI00909282;IPI00647597"	3218900
"IPI00337439;IPI00939299;IPI00215650"	0
"IPI00215687;IPI00917105;IPI00916088"	0
"IPI00215704;IPI00030397;IPI00215701;IPI00215703"	2113100
"IPI00215706"	0
"IPI00215716;IPI00215717;IPI00643241"	41114
"IPI00215719;IPI00908950"	520020
"IPI00412343;IPI00215721;IPI00215724;IPI00645666;IPI00783298;IPI00215723;IPI00215720;IPI00215725;IPI00937480;IPI00872761"	0
"IPI00328781;IPI00943080;IPI00829837;IPI00829883;IPI00232519;IPI00215728;IPI00215730;IPI00215729;IPI00894548;IPI00894119;IPI00893441;IPI00936847;IPI00893998"	0
"IPI00215743"	0
"IPI00215747;IPI00027429;IPI00556658"	0
"IPI00215767;IPI00759755"	0
"IPI00215768"	74020
"IPI00215777;IPI00790115;IPI00022202;IPI00793177;IPI00791315;IPI00792029;IPI00794578"	67006000
"IPI00215780"	7136000
"IPI00215790;IPI00792410"	1798000
"IPI00215801;IPI00163505;IPI00942853;IPI00746554;IPI00647282;IPI00514831;IPI00644764;IPI00386141;IPI00376960;IPI00376963;IPI00376962;IPI00168431;IPI00853448;IPI00878725;IPI00915257;IPI00513959;IPI00879910;IPI00852586"	2517900
"IPI00215815;IPI00001891;IPI00910371;IPI00917463"	0
"IPI00215824;IPI00000783;IPI00640155;IPI00552984;IPI00893032;IPI00922248"	0
"IPI00215831"	0
"IPI00289639;IPI00215851;IPI00792362;IPI00478836"	0
"IPI00412105;IPI00218195;IPI00872537;IPI00478105;IPI00215861;IPI00478519;IPI00910900"	0
"IPI00215884;IPI00218591;IPI00218592;IPI00922361"	9540800
"IPI00215888"	1797200
"IPI00215889"	0
"IPI00215893;IPI00877645"	0
"IPI00215901;IPI00218988;IPI00172460;IPI00922165"	27478000
"IPI00215911;IPI00792538"	9665400
"IPI00215914;IPI00215917;IPI00930263;IPI00930413;IPI00910783;IPI00797941;IPI00888658"	35689000
"IPI00215918;IPI00946929;IPI00792330"	7282200
"IPI00215919;IPI00853337"	8210500
"IPI00215920"	4515400
"IPI00215928;IPI00029225"	1019700
"IPI00215948;IPI00473136;IPI00953077"	19240000
"IPI00215952"	0
"IPI00890773;IPI00215953;IPI00032630;IPI00215954;IPI00180380;IPI00233661;IPI00917982"	22309
"IPI00215965;IPI00465365;IPI00797148;IPI00644968;IPI00879518;IPI00760620;IPI00954480;IPI00879501;IPI00797902;IPI00908994;IPI00909288;IPI00176692;IPI00411329;IPI00742127;IPI00869068;IPI00938026"	18331000
"IPI00215966"	180300
"IPI00215967;IPI00641524;IPI00549701;IPI00019862;IPI00947432;IPI00945393;IPI00013576;IPI00550454;IPI00908589;IPI00945643;IPI00945716;IPI00946363;IPI00947275"	0
"IPI00289982;IPI00215970;IPI00828039"	0
"IPI00215974;IPI00909359;IPI00435964"	365780
"IPI00215979"	0
"IPI00215995;IPI00290043"	92559
"IPI00215997;IPI00657796;IPI00795937;IPI00908644;IPI00556460"	50959000
"IPI00215998;IPI00749070;IPI00384548;IPI00795188;IPI00791992;IPI00795720;IPI00791162"	0
"IPI00216008;IPI00853547;IPI00289800;IPI00884082;IPI00642620"	37736000
"IPI00216026;IPI00455531;IPI00902560;IPI00024145;IPI00737171;IPI00888783;IPI00917420;IPI00647902;IPI00647442;IPI00844015"	67339000
"IPI00216044;IPI00011268;IPI00514496;IPI00642213;IPI00641351;IPI00640938"	0
"IPI00216046;IPI00646130;IPI00647510"	0
"IPI00216047;IPI00150057;IPI00789967;IPI00791889;IPI00791331"	1323600
"IPI00216048;IPI00791944"	275930
"IPI00216746;IPI00216049;IPI00640296"	78166000
"IPI00216057;IPI00922510"	3823100
"IPI00216085;IPI00164380"	13608000
"IPI00216088;IPI00643056"	62839000
"IPI00216092;IPI00873736"	0
"IPI00216125"	0
"IPI00216127;IPI00790023;IPI00914931;IPI00792271"	0
"IPI00216132;IPI00759649;IPI00878766;IPI00795216"	2297700
"IPI00216134;IPI00745267"	1084200
"IPI00216135"	736520
"IPI00216137;IPI00641577"	0
"IPI00216138;IPI00556415;IPI00386638"	0
"IPI00550119;IPI00871284;IPI00941331;IPI00644857;IPI00744597;IPI00216139"	0
"IPI00216159"	0
"IPI00216164;IPI00927231;IPI00796526;IPI00926990;IPI00797006"	0
"IPI00216171;IPI00791564;IPI00792715;IPI00790892"	776930
"IPI00871890;IPI00290738;IPI00872089;IPI00216184;IPI00871365;IPI00400849;IPI00006612;IPI00470905;IPI00646376"	788790
"IPI00216192;IPI00006615"	788280
"IPI00216219;IPI00941530"	30532
"IPI00216225;IPI00921401;IPI00216221"	0
"IPI00216230"	14210000
"IPI00216237"	0
"IPI00216245;IPI00216246;IPI00889517;IPI00477708"	44236
"IPI00216293;IPI00878140"	7682200
"IPI00216298;IPI00552768"	21611000
"IPI00216308;IPI00790304;IPI00910830"	100950000
"IPI00216313;IPI00894012;IPI00893091"	0
"IPI00216318;IPI00640721"	22616000
"IPI00216319;IPI00794254;IPI00827595;IPI00879350"	17524000
"IPI00216338;IPI00646071;IPI00646413;IPI00384845;IPI00647954;IPI00642194;IPI00645552"	30559
"IPI00216345"	0
"IPI00216346;IPI00940892;IPI00105916"	2448800
"IPI00744015;IPI00302712;IPI00915993;IPI00216348;IPI00827859;IPI00827813;IPI00917978;IPI00412601;IPI00917180;IPI00917325;IPI00915884;IPI00917685;IPI00917785;IPI00916160;IPI00917564;IPI00917075;IPI00916278"	188770
"IPI00291306;IPI00216356"	0
"IPI00014587;IPI00790571;IPI00945731;IPI00216393;IPI00945566;IPI00946844;IPI00945895"	8115400
"IPI00216408;IPI00743652;IPI00332567;IPI00719015;IPI00952615;IPI00151888;IPI00911071;IPI00939997;IPI00873308;IPI00952812"	0
"IPI00216461;IPI00894323;IPI00892987"	0
"IPI00216470;IPI00235352;IPI00952795"	0
"IPI00014589;IPI00216472"	3171900
"IPI00829927;IPI00879293;IPI00216484;IPI00916087;IPI00916195;IPI00953532;IPI00916515;IPI00916812"	0
"IPI00216520"	0
"IPI00216528;IPI00021695;IPI00216527;IPI00216530;IPI00216526;IPI00216529;IPI00795833"	2516000
"IPI00328272;IPI00216546"	0
"IPI00216569;IPI00946872"	0
"IPI00216587;IPI00645201"	707580
"IPI00477313;IPI00216592;IPI00909232;IPI00759596;IPI00759822;IPI00868835;IPI00910718;IPI00910666;IPI00027569;IPI00735540;IPI00887991;IPI00911096;IPI00877664;IPI00790685;IPI00166137"	0
"IPI00216613"	0
"IPI00216654;IPI00292387"	2036300
"IPI00216675;IPI00221307;IPI00910107;IPI00647486"	0
"IPI00216682;IPI00909623;IPI00642542"	0
"IPI00216691"	147480000
"IPI00216694;IPI00947227;IPI00908503;IPI00947454;IPI00947292"	1958700
"IPI00748895;IPI00747536;IPI00216697;IPI00654646;IPI00748074;IPI00374973;IPI00744408;IPI00744986;IPI00748330;IPI00748439;IPI00749301;IPI00297532;IPI00744895;IPI00745348;IPI00747552;IPI00744846;IPI00646300"	0
"IPI00397834;IPI00216699"	0
"IPI00914949;IPI00216704;IPI00783228;IPI00237806;IPI00384172;IPI00746607"	0
"IPI00216719;IPI00374976;IPI00171230;IPI00181684;IPI00946991"	74603
"IPI00216720"	0
"IPI00216734;IPI00305163;IPI00402055;IPI00472118;IPI00645737;IPI00910852;IPI00641727;IPI00645209;IPI00641170;IPI00645933;IPI00647365;IPI00748308;IPI00761134;IPI00829871;IPI00916698;IPI00941050;IPI00922307;IPI00607791;IPI00645695;IPI00922130;IPI00946074;IPI00884935;IPI00930631;IPI00916179;IPI00930449;IPI00945702;IPI00916476;IPI00887061;IPI00887136;IPI00747256;IPI00930135;IPI00646408;IPI00642692;IPI00646395;IPI00947327;IPI00647878"	393210
"IPI00216737;IPI00395527;IPI00383332;IPI00868858"	0
"IPI00216738;IPI00171386;IPI00550004;IPI00902871"	0
"IPI00216750;IPI00789303;IPI00552178;IPI00917680"	204670
"IPI00216805;IPI00169288;IPI00241238"	0
"IPI00216811;IPI00384767"	0
"IPI00305733;IPI00854829;IPI00216826;IPI00884075;IPI00872905;IPI00514919;IPI00640697"	0
"IPI00470422;IPI00216856;IPI00894366"	0
"IPI00216869"	0
"IPI00216874;IPI00784740"	2061900
"IPI00735732;IPI00216900"	0
"IPI00216919;IPI00946188"	0
"IPI00216932;IPI00248961;IPI00792448;IPI00640862;IPI00550486"	52057
"IPI00216951;IPI00917920;IPI00917783"	3961900
"IPI00216952;IPI00655812;IPI00514320;IPI00514817"	250260
"IPI00216973;IPI00902947"	0
"IPI00216975"	0
"IPI00216984"	0
"IPI00238218;IPI00216991;IPI00216994;IPI00216993;IPI00216997;IPI00376496;IPI00952592;IPI00413167;IPI00216998;IPI00216996;IPI00413822;IPI00186690"	0
"IPI00216999;IPI00793080"	267360
"IPI00217007;IPI00217853;IPI00844044"	99358
"IPI00217013;IPI00479778;IPI00792955;IPI00384714;IPI00017290;IPI00793513;IPI00942526;IPI00793981;IPI00384531"	1777700
"IPI00217018;IPI00926612;IPI00927541"	0
"IPI00217023"	0
"IPI00217030;IPI00219894;IPI00646114;IPI00945801;IPI00877922"	374360
"IPI00217049;IPI00218185;IPI00448843;IPI00791246"	0
"IPI00217055;IPI00797739;IPI00925912;IPI00926116"	0
"IPI00217056;IPI00938391;IPI00760934;IPI00908799;IPI00029418"	0
"IPI00217059;IPI00383423;IPI00798355"	0
"IPI00217069"	0
"IPI00217081"	0
"IPI00217104"	0
"IPI00217113;IPI00013455;IPI00027172;IPI00384485;IPI00788776;IPI00792966;IPI00789347;IPI00792385"	162030
"IPI00217121"	0
"IPI00217143;IPI00940951;IPI00909676;IPI00789678;IPI00477361;IPI00789403;IPI00798202;IPI00887220"	10217000
"IPI00217200;IPI00797729;IPI00913918;IPI00879659;IPI00913989"	0
"IPI00217223"	21225000
"IPI00464979;IPI00217232;IPI00514217;IPI00513883"	2659200
"IPI00217236;IPI00909626"	34986000
"IPI00217240"	0
"IPI00217253;IPI00793097"	0
"IPI00217261;IPI00761041"	0
"IPI00217262;IPI00641468"	0
"IPI00217272;IPI00646775;IPI00789348;IPI00790421;IPI00908814;IPI00334184;IPI00923489"	274370
"IPI00217282"	0
"IPI00217313;IPI00878777;IPI00878555"	1405600
"IPI00936915;IPI00761080;IPI00217340;IPI00383373"	0
"IPI00217346"	0
"IPI00217355;IPI00646204"	0
"IPI00217357;IPI00939119"	1128100
"IPI00217375"	176220
"IPI00217393;IPI00917239;IPI00795493"	639760
"IPI00217405;IPI00470915;IPI00795146"	0
"IPI00217407;IPI00640085;IPI00640329"	0
"IPI00217413"	0
"IPI00328279;IPI00217418;IPI00410501;IPI00872643"	162620
"IPI00217421;IPI00181620"	44229
"IPI00217437;IPI00217145;IPI00743694;IPI00940238;IPI00743279"	0
"IPI00386747;IPI00217439;IPI00952809"	0
"IPI00815707;IPI00217442;IPI00797397;IPI00798060;IPI00654628;IPI00790296;IPI00793474;IPI00797665;IPI00556571;IPI00871927;IPI00410680;IPI00829921"	351510
"IPI00217462;IPI00217461;IPI00023630;IPI00217460;IPI00217463;IPI00953387;IPI00375875"	0
"IPI00217465"	0
"IPI00217466"	174830
"IPI00217467;IPI00217469"	0
"IPI00217468;IPI00815867"	119570
"IPI00329755;IPI00939539;IPI00217470"	0
"IPI00217471;IPI00853641;IPI00816060"	0
"IPI00217472"	0
"IPI00217473"	0
"IPI00217477;IPI00640781;IPI00643317;IPI00411540;IPI00376756;IPI00744556;IPI00888596;IPI00006437;IPI00887557"	69975000
"IPI00217490;IPI00798122;IPI00789070;IPI00953521;IPI00795009"	0
"IPI00217493;IPI00878623;IPI00879413;IPI00878918"	907570
"IPI00657821;IPI00908426;IPI00217494;IPI00448672;IPI00383508;IPI00889602;IPI00871896"	0
"IPI00217507;IPI00853115;IPI00908745;IPI00868727"	3575400
"IPI00217519;IPI00556590;IPI00927712;IPI00927929"	4171400
"IPI00217536;IPI00651681;IPI00759714;IPI00432452;IPI00759775;IPI00798323;IPI00759627"	106640
"IPI00217550;IPI00479793"	0
"IPI00217553"	278520
"IPI00217556;IPI00658123;IPI00792340"	0
"IPI00217557;IPI00645046;IPI00791698"	252430
"IPI00217563;IPI00217561;IPI00217562;IPI00549336;IPI00293305;IPI00945878;IPI00945037;IPI00947385;IPI00946209;IPI00642219;IPI00945712;IPI00946766;IPI00945168"	2621000
"IPI00217606"	0
"IPI00217617;IPI00908837;IPI00513759"	223480
"IPI00916258;IPI00645640;IPI00217629;IPI00479795"	0
"IPI00217630;IPI00796689"	0
